neg_utilization,neg_min_speed
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
-8.658536585365853577e-01,-8.858893836140040445e-01
