neg_utilization,neg_min_speed
-5.853658536585365502e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
-8.780487804878048808e-01,-8.858893836140040445e-01
