neg_utilization,neg_min_speed
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
-5.060975609756097615e-01,-9.699999999999999734e-01
